source	authors	title	year	language	keywords	affiliation	countries	publisher	database	citations
journal	Whalley P.	Argument in text and reading process	1982			The Open University, Institute of Educational Technology, United States	germany,netherlands		scopus.csv	990
journal	RAYNER, K; DUFFY, SA	LEXICAL COMPLEXITY AND FIXATION TIMES IN READING - EFFECTS OF WORD-FREQUENCY, VERB COMPLEXITY, AND LEXICAL AMBIGUITY	1986				china,china,china		wos.csv	1395
journal	Rayner K., Duffy S.A.	Lexical complexity and fixation times in reading: Effects of word frequency, verb complexity, and lexical ambiguity	1986		article; eye fixation; human; linguistics; reaction time; reading; semantics; Fixation, Ocular; Human; Linguistics; Reaction Time; Reading; Semantics; Support, U.S. Gov't, Non-P.H.S.; Support, U.S. Gov't, P.H.S.	Psychology Department, University of Massachusetts, Amherst, 01003, Ma, United States	spain,spain,spain,spain		scopus.csv	1409
journal	Mergen B.	Review essay: Children and nature in history	2003		child; environmental history; historical geography; nature-society relations	George Washington University, Washington, DC 20052, United States	united states	Forest History Society	scopus.csv	1956
journal	Jones C.	Introduction	2019		Language awareness; Speaking skills; Spoken language	University of Liverpool, United Kingdom	spain	Cambridge University Press	scopus.csv	6990
journal	Anderson J.	Types of lexical complexity in English: Syntactic categories and the lexicon	2012			Methoni, Greece		Versita	scopus.csv	1
journal	Blum S., Levenston E.A.	UNIVERSALS OF LEXICAL simplification;	1978			The Hebrew University of Jerusalem, Israel			scopus.csv	517
journal	Qiang J., Wu X.	Unsupervised Statistical Text simplification;	2021		machine translation; Text simplification; unsupervised;Computer aided language translation; Language model; Large amounts; Learning tasks; Machine translations; Parallel corpora; Phrase-based machine translations; Computational linguistics	Department of Computer Science, Yangzhou University, Yangzhou, Jiangsu, 225127, China; Key Laboratory of Knowledge Engineering with Big Data, Hefei University of Technology, Ministry of Education, Hefei, Anhui, 10084, China		IEEE Computer Society	scopus.csv	2
journal	Scheible S.	Upgrading, downsizing and Co.: Revitalising a moribund word formation pattern in present-day English?	2005			Englisches Seminar, Universität Freiburg			scopus.csv	7
journal	Leroy G., Endicott J.E., Kauchak D., Mouradi O., Just M.	User evaluation of the effects of a text simplification; algorithm using term familiarity on perception, understanding, learning, and information retention	2013		Consumer health information; Evaluation study; Health literacy; Natural language processing; Text simplification;adult; aged; algorithm; article; consumer health information; evaluation study; female; health literacy; human; information service; male; middle aged; natural language processing; text simplification; Unified Medical Language System; writing; young adult; consumer health information; evaluation study; health literacy; natural language processing; text simplification; Adult; Aged; Algorithms; Female; Humans; Information Services; Male; Middle Aged; Unified Medical Language System; Writing; Young Adult; Adult; Aged; Algorithms; Female; Humans; Information Services; Male; Middle Aged; Unified Medical Language System; Writing; Young Adult	Information Systems and Technology, Claremont Graduate University, ACB 225, 130 E Ninth Street, Claremont, CA, 91711, United States; Eller College of Management, Department of Management Information System, University of Arizona, Tucson, AZ, United States; Science Department, Middlebury College, Middlebury, VT, United States; Rutgers University Libraries, Rutgers, the State University of New Jersey, New Brunswick, NJ, United States		JMIR Publications Inc.	scopus.csv	70
journal	Mukherjee P., Leroy G., Kauchak D.	Using Lexical Chains to Identify Text Difficulty: A Corpus Statistics and Classification Study	2019		classification; decision trees; Health informatics; logistic regression; natural language processing; naïve Bayes; random forest; readability; SVM; text difficulty; text simplification;Chain length; Classification (of information); Decision trees; Forestry; Information retrieval systems; Natural language processing systems; Regression analysis; Semantics; Health informatics; Logistic regressions; Naive bayes; Random forests; readability; text difficulty; text simplification; Text processing; article; Bayesian learning; classifier; decision tree; kernel method; medical informatics; natural language processing; random forest; reading; statistics; Bayes theorem; consumer health information; decision tree; factual database; medical informatics; procedures; semantics; statistical model; support vector machine; Bayes Theorem; Consumer Health Information; Databases, Factual; Decision Trees; Logistic Models; Medical Informatics; Natural Language Processing; Semantics; Support Vector Machine	Engineering Division, Pennsylvania State University, Great Valley Campus, Malvern, PA  19355, United States; MIS Department, Eller College of Management, University of Arizona, Tucson, AZ  85721, United States; Department of Computer Science, Pomona College, Claremont, CA  91711, United States		Institute of Electrical and Electronics Engineers Inc.	scopus.csv	4
journal	Mahony D.L.	Using sensitivity to word structure to explain variance in high school and college level reading ability	1994		College readers; Derivational suffices; High school readers; Inflections; Metalinguistics; Morphological ability; Morphology; Reading development; Suffixes	Department of Cognitive Sciences, School of Social Sciences, University of California, Irvine, 92717, CA, United States		Kluwer Academic Publishers	scopus.csv	209
journal	Moropa K.	Utilizing ‘hot words’ in paraconc to verify lexical simplification; strategies in english-xhosa parallel texts	2009			Department of Linguistics, University of South Africa, P.O. Box 392, UNISA 0003, Pretoria, South Africa			scopus.csv	2
journal	Farrington-Flint L., Coyne E., Stiller J., Heath E.	Variability in children's early reading strategies	2008		Phase models; Reading; Self-reports; Strategies; Variability	Division of Psychology, Nottingham Trent University, Nottingham, United Kingdom			scopus.csv	42
journal	Kuiken F., Vedder I., Housen A., De Clercq B.	Variation in syntactic complexity: Introduction	2019		cross-linguistic variation; developmental variation; inter-learner variation; syntactic complexity	University of Amsterdam, Amsterdam, VB, Netherlands; Belgium		Blackwell Publishing Ltd	scopus.csv	10
journal	Gotthard G.H., Gura H.	Visuospatial word search task only effective at disrupting declarative memory when prediction error is present during retrieval	2018		Positive valence; Prediction error; Reactivation; Reconsolidation; Visuospatial interference;article; child; declarative memory; human; human experiment; information retrieval; male; memory; memory test; prediction; videorecording; adolescent; adult; anticipation; depth perception; emotion; female; pattern recognition; physiology; recall; recognition; young adult; Adolescent; Adult; Anticipation, Psychological; Emotions; Female; Humans; Male; Mental Recall; Pattern Recognition, Visual; Recognition (Psychology); Space Perception; Young Adult	Department of Neuroscience, Muhlenberg College, Allentown, PA, United States; Department of Psychology, Muhlenberg College, Allentown, PA, United States		Academic Press Inc.	scopus.csv	6
journal	Zambrano J.A.O., Montejo-Ráez A.	VYTEDU: A corpus of videos and transcriptions for research in the education domain [VYTEDU: Un corpus de vídeos y sus transcripciones para investigación en el ámbito educativo]	2017		Multimodal corpus; Resource; Text simplification; Video; Video transcriptions	Universidad de Guayaquil, Guayaquil, 090514, Ecuador; Universidad de Jaén, Jaén, 23071, Spain		Sociedad Espanola para el Procesamiento del Lenguaje Natural	scopus.csv	2
journal	Lasserre M.	What are you afraid of? The construction of meaning in X-(o)phobie lexemes	2015		Distributional analysis; French; Morphology; Neoclassical compounds; Semantics	CLLE-ERSS, University of Toulouse, France	taiwan	Akademiai Kiado Rt.	scopus.csv	1
journal	Markus M.	What did joseph wright mean by meaning: The complexity of lexical semantics in the english dialect dictionary online	2020		Complexity; EDD Online; English dialectology; Lexicology; Meanings in EDD; Semantics	Manfred Markus. Faculty of Letters, University of Innsbruck, Innrain 51, Innsbruck, A6020, Austria	iran	Universidad de Murcia	scopus.csv	1
journal	Mack J.E., Chandler S.D., Meltzer-Asscher A., Rogalski E., Weintraub S., Mesulam M.-M., Thompson C.K.	What do pauses in narrative production reveal about the nature of word retrieval deficits in PPA?	2015		Brain-behavior relationship; Narrative analysis; Primary progressive aphasia; Word class effects; Word retrieval deficits;adult; aged; Article; brain cortex atrophy; brain mapping; clinical article; controlled study; correlational study; cortical thickness (brain); disease severity; female; human; inferior frontal gyrus; inferior parietal lobule; left precentral gyrus; male; narrative; neuroimaging; primary motor cortex; primary progressive aphasia; speech analysis; speech disorder; word retrieval deficit; atrophy; brain cortex; language test; linguistics; middle aged; organ size; pathology; primary progressive aphasia; psychology; speech; verbal communication; Aged; Aphasia, Primary Progressive; Atrophy; Cerebral Cortex; Female; Humans; Language Tests; Linguistics; Male; Middle Aged; Narration; Organ Size; Speech	Department of Communication Sciences and Disorders, Northwestern University, United States; Linguistics Department, Tel Aviv University, Israel; Sagol School of Neuroscience, Tel Aviv University, Israel; Cognitive Neurology and Alzheimer's Disease Center, Northwestern University, United States; Department of Psychiatry and Behavioral Sciences, Northwestern University, United States; Department of Neurology, Northwestern University, United States	united states	Elsevier Ltd	scopus.csv	42
journal	Knoch U., Rouhshad A., Oon S.P., Storch N.	What happens to ESL students' writing after three years of study at an English medium university?	2015		Academic writing; International students; Second language writing; Writing development	School of Languages and Linguistics, University of Melbourne, Parkville, VIC  3010, Australia; Nanyang Junior College, 28 Serangoon Avenue 3, Singapore, 556111, Singapore	iran	Elsevier Ltd	scopus.csv	106
journal	Lee C., Ge H., Chung E.	What linguistic features distinguish and predict L2 writing quality? A study of examination scripts written by adolescent Chinese learners of English in Hong Kong	2021		L2 writing quality; Letter; Lexical complexity; Report; Secondary Chinese English learners; Syntactic complexity	School of Education and Languages, The Open University of Hong Kong, 30 Good Shepherd Street, Ho Man Tin, Kowloon, Hong Kong	iran	Elsevier Ltd	scopus.csv	1
